Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Wheat,Clay,6.09,2,229.33,37.24,355.8,1.21,39.99,37.13,47.96,5.31,3.33,Low,Mid,NPK,194.45,Broadcast,Biochar,Flood,24.78,51.85,26.66,25.92,15.56,10.37
Wheat,Clay,7.96,2.14,133.91,59.12,55.11,1.24,53.87,23.07,48.59,5.95,2.8,Low,Mid,NPK,73.3,Foliar,Controlled_Release,Flood,29.64,28.02,38.23,14.01,8.41,5.6
Citrus,Loamy,7.75,2.43,284.85,68.31,308.94,1.46,11.54,30.76,66.72,4.98,4.25,Low,Initial,Organic,64.66,Foliar,Biochar,Sprinkler,15.29,15.87,24.54,7.94,4.76,3.17
Rice,Loamy,8.48,1.75,65.68,44.65,330.88,1.31,88.83,30.73,81.62,3.21,7.84,High,Initial,NPK,115.59,Broadcast,Controlled_Release,Drip,15.1,49.73,43.02,24.86,14.92,9.95
Citrus,Loamy,5.9,0.64,127.49,48.16,179.69,1.21,76.94,18.13,74.59,5.66,7.89,Low,Initial,PK,153.05,Foliar,Normal,Flood,67.3,55.01,35.94,27.5,16.5,11
Vegetable,Clay,7.65,1.62,234.59,24.58,297.09,1.13,63.69,37.41,94.66,0.75,7.22,Low,Mid,Organic,141.02,Foliar,Biochar,Drip,37.64,48.79,34.6,24.4,14.64,9.76
Citrus,Sandy,8.44,1.52,221.2,34.72,366.78,1.38,21.66,24.05,65.52,0.82,4.61,Low,Initial,Urea,160.19,Broadcast,Normal,Flood,47.09,42.48,26.52,21.24,12.74,8.5
Corn,Sandy,6.89,0.62,155.16,42.77,240.2,1.2,20.74,16.71,49.05,1.1,2.37,High,Late,PK,182.92,Drip,Controlled_Release,Drip,41.4,51.97,28.41,25.98,15.59,10.39
Vegetable,Clay,7.7,1.11,267.55,56.29,278.63,1.39,24.16,37.76,47.76,3.51,6.27,High,Initial,PK,90.64,Drip,Normal,Flood,78.96,36.58,40.36,18.29,10.97,7.32
Wheat,Sandy,8.43,1.32,67.84,75.22,295.12,1.37,94.53,20.4,41.2,4.95,4.9,Medium,Initial,NK,121.47,Foliar,Normal,Drip,67.68,57.47,47.31,28.74,17.24,11.49
Vegetable,Loamy,7.14,0.82,177.27,19.6,386.58,1.27,43.25,33.39,73.37,4.08,2.24,Medium,Late,Urea,63.52,Broadcast,Controlled_Release,Flood,78.6,35.33,55.62,17.66,10.6,7.07
Rice,Clay,7.6,0.52,100.1,47.03,196.98,1.22,45,38.91,41.72,5.08,7.52,Low,Late,Urea,113.13,Foliar,Normal,Flood,27.13,46.03,40.69,23.02,13.81,9.21
Rice,Sandy,5.56,2.01,143.49,52.77,245.73,1.32,42.64,20.71,90.15,3.02,2.96,High,Initial,NK,136.08,Drip,Biochar,Drip,49.96,40.16,29.51,20.08,12.05,8.03
Citrus,Clay,7.06,2.2,224.77,67.78,213.5,1.27,15.31,32.59,83.17,5.15,5.39,Medium,Late,PK,114.99,Foliar,Normal,Sprinkler,54.03,34.81,30.27,17.4,10.44,6.96
Vegetable,Sandy,6.27,0.96,74.74,69.05,160.49,1.27,102.14,22.02,90.84,5.16,4.5,Low,Late,Urea,61.03,Foliar,Biochar,Sprinkler,53.82,40.59,66.51,20.3,12.18,8.12
Wheat,Clay,5.89,0.51,60.94,56.25,380.08,1.57,68.27,35.47,68.91,1.81,6.2,Low,Late,Organic,171.13,Foliar,Biochar,Drip,37.94,62.11,36.29,31.06,18.63,12.42
Rice,Sandy,7.63,2.28,155.21,23.62,221.31,1.4,119.38,36.26,76.2,5.66,5.43,Low,Late,NK,195.44,Foliar,Controlled_Release,Drip,74.73,72.97,37.34,36.48,21.89,14.59
Wheat,Clay,5.62,0.77,117.86,64.59,375.76,1.43,62.08,28.08,45.82,2.66,2.35,Low,Mid,NPK,195.75,Broadcast,Biochar,Drip,58,58.81,30.04,29.4,17.64,11.76
Corn,Clay,8.21,1.31,230.13,50.5,396.86,1.2,82.71,28.38,42.2,5.43,4.89,High,Late,NPK,103.8,Broadcast,Controlled_Release,Drip,27.68,46.55,44.85,23.28,13.96,9.31
Rice,Clay,7.05,1.23,66.39,77.29,350.03,1.3,97.19,28.76,91.17,3.18,4.35,Low,Initial,PK,74.27,Foliar,Controlled_Release,Drip,42.09,44.88,60.43,22.44,13.46,8.98
Citrus,Clay,7.44,0.83,291.63,76.73,107.81,1.23,98.01,35.67,46.77,0.66,5.63,Low,Mid,Organic,61.06,Foliar,Normal,Sprinkler,41.05,50.04,81.95,25.02,15.01,10.01
Corn,Clay,6.26,1.7,205.19,48.62,63.44,1.56,52.6,18.05,47.28,0.93,3.91,High,Late,Organic,93.06,Broadcast,Controlled_Release,Sprinkler,56.23,40.87,43.92,20.43,12.26,8.17
Vegetable,Loamy,6.05,2.34,175.32,76.04,239.5,1.33,45.65,24.71,78.12,1.56,4.69,High,Late,PK,61.83,Drip,Normal,Drip,17.91,28.92,46.77,14.46,8.68,5.78
Wheat,Clay,6.23,1.53,153.14,11.8,238.35,1.56,17.73,20.77,64.99,0.67,5.24,Medium,Mid,PK,195,Drip,Normal,Drip,28.64,51.7,26.51,25.85,15.51,10.34
Rice,Clay,6.2,2.45,237.25,74.09,261.69,1.35,92.33,34.43,85.02,1.58,5.15,Low,Initial,Organic,192.79,Foliar,Biochar,Flood,16.85,57.15,29.64,28.58,17.14,11.43
Corn,Clay,8.09,0.88,139.08,77.52,69.95,1.59,75.11,30.18,59.77,1.22,6.13,Medium,Initial,Urea,170.57,Drip,Controlled_Release,Flood,62.99,57.33,33.61,28.66,17.2,11.47
Corn,Sandy,7.86,2.2,244.24,78.54,151.34,1.44,20.46,27.17,51.13,5.59,2.83,Low,Initial,PK,198.18,Foliar,Controlled_Release,Sprinkler,44.75,49.2,24.83,24.6,14.76,9.84
Rice,Clay,8.06,1.01,227.67,64.46,223.99,1.39,59.6,26.16,70.32,5.96,2.85,High,Initial,Urea,148.75,Foliar,Controlled_Release,Flood,26.5,52.33,35.18,26.16,15.7,10.47
Vegetable,Loamy,7.7,1,187.84,22.65,230.02,1.43,68.38,35.91,80.36,5.62,2.11,High,Initial,PK,78.66,Foliar,Biochar,Flood,50.92,42.7,54.28,21.35,12.81,8.54
Vegetable,Clay,7.43,0.74,272.17,78.23,381.3,1.15,103.81,19.77,49.91,3.67,3.78,Medium,Mid,PK,173.66,Foliar,Normal,Sprinkler,75.32,68.84,39.64,34.42,20.65,13.77
Citrus,Sandy,7.08,2.23,136.5,39.96,387.93,1.41,10.32,25.09,90.73,5.26,2.77,Medium,Mid,NPK,154.49,Broadcast,Normal,Flood,44.61,35.48,22.97,17.74,10.64,7.1
Vegetable,Sandy,6.3,1.95,64.46,42.99,361.36,1.25,19.42,29.78,50.65,0.71,2.46,Low,Late,PK,129.25,Drip,Normal,Sprinkler,38.66,37.84,29.28,18.92,11.35,7.57
Citrus,Clay,7.62,1.18,144.05,11.06,137.62,1.49,64.06,19.47,92.52,5.87,6.89,Medium,Late,NK,82.65,Broadcast,Controlled_Release,Flood,39.55,39.95,48.34,19.98,11.99,7.99
Corn,Clay,5.91,1.2,268.83,34.03,274.33,1.3,5.49,25.88,47.98,0.54,3.63,Low,Late,Organic,130.29,Foliar,Normal,Sprinkler,32.14,30.66,23.53,15.33,9.2,6.13
Rice,Clay,7.03,2.19,69.33,28,145.94,1.54,46.02,31.89,47.07,2.78,6.63,High,Initial,Organic,73.36,Drip,Controlled_Release,Sprinkler,49.68,29.77,40.58,14.88,8.93,5.95
Vegetable,Clay,6.09,2.36,240.79,41.49,382.73,1.28,1.89,26,50.21,1.66,2.66,Medium,Initial,NK,82.84,Drip,Controlled_Release,Flood,18.07,21.23,25.63,10.62,6.37,4.25
Citrus,Sandy,7.01,1.7,256.31,28.84,227.14,1.24,30.9,17.61,60.42,3.18,4.51,Medium,Mid,Urea,88.71,Drip,Normal,Sprinkler,24.87,28.65,32.3,14.32,8.59,5.73
Corn,Clay,6.38,1.31,156.99,41.31,339.93,1.35,19.36,29.89,66.79,5.54,5.56,Medium,Mid,NPK,96.18,Broadcast,Biochar,Flood,21.26,32,33.27,16,9.6,6.4
Vegetable,Sandy,5.66,0.61,98.63,20.33,187.55,1.33,34.31,18.96,74.27,1.42,6.85,Low,Mid,NPK,164.44,Drip,Controlled_Release,Sprinkler,29.14,49.26,29.96,24.63,14.78,9.85
Wheat,Sandy,7.01,0.75,138.88,76.64,183.51,1.13,92.06,22.74,56.93,2.3,3.18,Low,Mid,Organic,81.97,Drip,Controlled_Release,Sprinkler,60.49,48.37,59.01,24.18,14.51,9.67
Corn,Loamy,6.05,0.78,149.62,56.49,61.8,1.48,41.68,16.36,66.67,1.81,7.89,Low,Late,PK,117.15,Foliar,Controlled_Release,Flood,68.77,39.7,33.89,19.85,11.91,7.94
Vegetable,Sandy,5.98,1.05,283.06,79.19,210.82,1.3,107.12,27.47,47.74,2.05,3.85,Low,Initial,NK,82.79,Drip,Biochar,Sprinkler,78.86,51.77,62.53,25.88,15.53,10.35
Corn,Clay,6.65,1.01,121.16,10.34,275.27,1.33,33.23,25.65,74.16,3.94,7.93,High,Initial,Urea,161.91,Broadcast,Controlled_Release,Drip,78.49,49.08,30.31,24.54,14.72,9.82
Rice,Clay,6.59,1.59,293.15,68.51,95.45,1.46,15.4,34.26,92.43,5.99,4.24,High,Mid,NK,170.99,Broadcast,Normal,Flood,45.21,46.22,27.03,23.11,13.87,9.24
Rice,Clay,8.1,2.39,77.21,15.9,114.7,1.12,7.2,35.15,61.26,2.96,7.67,Medium,Late,NK,126.18,Foliar,Biochar,Drip,61.05,29.97,23.75,14.98,8.99,5.99
Rice,Clay,7.19,2.22,293.51,64.17,390.07,1.23,119.05,37.22,71.22,3.19,2.14,High,Mid,Organic,183.31,Drip,Normal,Flood,18.8,70.55,38.49,35.28,21.16,14.11
Wheat,Loamy,8.06,1.52,105.83,74.57,306.06,1.21,11.52,18.22,82.89,2.42,2.04,High,Late,Urea,173.66,Drip,Biochar,Flood,37.14,46.29,26.66,23.14,13.89,9.26
Rice,Loamy,5.94,0.53,91.94,19.85,367.99,1.36,43.38,22.38,86.23,4.04,4.8,Medium,Late,NK,135.34,Foliar,Biochar,Drip,66.79,47.8,35.32,23.9,14.34,9.56
Wheat,Loamy,6.57,0.64,80.03,76.93,216.65,1.53,101.65,30.78,66.13,3.24,7.42,High,Mid,PK,87.66,Drip,Normal,Sprinkler,21.17,57.86,66.01,28.93,17.36,11.57
Rice,Loamy,7.17,2.22,129.06,40.54,112.71,1.34,27.21,38.64,90.47,4.72,4.76,Medium,Initial,Urea,63.91,Foliar,Controlled_Release,Flood,54.95,25.09,39.26,12.54,7.53,5.02
Corn,Sandy,5.96,1.07,204.14,34.09,108.23,1.25,7.78,26.76,76.48,4.42,4.13,Medium,Late,NPK,169.64,Broadcast,Controlled_Release,Sprinkler,67.49,42,24.76,21,12.6,8.4
Vegetable,Loamy,5.88,1.14,216.58,65.7,239.58,1.15,65,27.63,60.21,5.46,6.46,High,Late,PK,120.56,Drip,Biochar,Sprinkler,69.29,51.27,42.53,25.64,15.38,10.25
Vegetable,Sandy,7.48,0.78,142.49,69.72,300.39,1.1,4.19,25.31,78.29,0.63,2.18,High,Mid,NK,120.96,Foliar,Normal,Flood,62.71,43.33,35.82,21.66,13,8.67
Rice,Clay,7.46,0.95,107.69,68.56,370.56,1.24,86.35,22.34,87.14,5.36,3.78,High,Initial,PK,145.98,Foliar,Normal,Flood,19.6,59.34,40.65,29.67,17.8,11.87
Vegetable,Sandy,6.2,0.99,298.76,53.68,192.51,1.33,72.04,21.95,77.22,4.16,2.84,Medium,Late,Urea,172.03,Broadcast,Controlled_Release,Flood,79.74,59.73,34.72,29.86,17.92,11.95
Rice,Sandy,6.18,1.32,117.65,30.73,163.92,1.28,27.81,22.46,78.72,5.97,7.33,High,Late,Organic,99.21,Foliar,Controlled_Release,Drip,44.98,37.38,37.68,18.69,11.21,7.48
Rice,Loamy,7.74,1.75,144.57,29.36,377.24,1.33,58.95,25.02,63.12,4.55,6.44,Low,Late,NK,112.15,Drip,Normal,Flood,49.61,43.06,38.4,21.53,12.92,8.61
Citrus,Clay,5.85,1.21,170.24,26.01,208.76,1.32,0.8,26.74,90.07,5.9,6.66,Medium,Late,PK,183.04,Broadcast,Biochar,Drip,73.65,43.54,23.79,21.77,13.06,8.71
Citrus,Clay,8.27,1.4,234.9,20.25,232.18,1.33,65.04,16.62,50.72,4.82,3.15,High,Initial,Urea,67.27,Foliar,Controlled_Release,Flood,17.44,36.88,54.82,18.44,11.06,7.38
Citrus,Loamy,8.33,0.86,88.02,37.48,207.23,1.44,92.99,33.84,85.53,1.59,6.97,Low,Mid,Urea,180.32,Drip,Normal,Sprinkler,35.4,66.86,37.08,33.43,20.06,13.37
Wheat,Sandy,8.11,0.61,116.53,69.92,318.88,1.29,7,17.52,74.28,2.66,5.54,Low,Mid,PK,133.49,Drip,Normal,Sprinkler,51.82,38.96,29.19,19.48,11.69,7.79
Citrus,Loamy,6.13,1.2,299.23,79.73,74.91,1.51,27.06,30,57.23,2.53,7.17,Medium,Mid,Organic,162.12,Broadcast,Normal,Sprinkler,54.28,48.24,29.76,24.12,14.47,9.65
Rice,Sandy,5.55,0.62,256.29,58.55,342.74,1.5,74.84,30.91,62.71,3.88,4.09,Medium,Initial,Urea,187.85,Drip,Biochar,Flood,23.28,66.39,35.34,33.2,19.92,13.28
Corn,Loamy,8.31,1.1,160.97,20.93,187.18,1.22,5.76,16.11,75.39,3.52,3.8,Low,Late,Urea,191.06,Drip,Controlled_Release,Sprinkler,71.86,46.35,24.26,23.18,13.9,9.27
Citrus,Loamy,6.53,2.18,77.17,57.15,388.07,1.16,97.84,23.76,64.27,5.79,5.96,Low,Late,NPK,168.42,Broadcast,Biochar,Drip,36.19,57.59,34.19,28.8,17.28,11.52
Citrus,Clay,6.43,1.23,266.68,29.28,155.17,1.55,38.93,33.72,61.92,5.55,7.14,High,Mid,NK,105.32,Foliar,Normal,Drip,52.46,41.05,38.98,20.52,12.32,8.21
Corn,Clay,6.29,0.89,245.75,60.23,214.6,1.19,25.32,22.63,49.81,3.16,3.9,Medium,Mid,PK,176.74,Drip,Normal,Flood,58.15,49.21,27.84,24.6,14.76,9.84
Rice,Clay,6.23,2.3,195.17,26.54,197.84,1.42,102.21,37.34,92.06,2.5,5.72,Medium,Initial,NK,133.66,Broadcast,Controlled_Release,Sprinkler,57.02,52.67,39.41,26.34,15.8,10.53
Wheat,Loamy,7.7,1.78,151.11,21.48,330.5,1.53,78.52,38.79,75.99,1.85,4.46,High,Mid,NK,120.95,Broadcast,Biochar,Flood,26.42,50.85,42.04,25.42,15.26,10.17
Citrus,Clay,8.22,2.48,283.9,54.41,285.05,1.1,107.86,37.66,91.45,0.63,3.35,Low,Late,PK,66.22,Broadcast,Normal,Drip,53.6,40.74,61.52,20.37,12.22,8.15
Corn,Clay,7.86,1.1,123.92,57.96,276.4,1.23,46.88,30.01,63.59,0.97,2.96,Medium,Late,NK,141.45,Broadcast,Biochar,Flood,51.82,47.05,33.26,23.52,14.11,9.41
Rice,Loamy,7.52,0.9,130.23,22.93,300.01,1.24,117.58,18.89,91.55,5.77,3.73,Medium,Late,PK,132.86,Broadcast,Biochar,Flood,54.97,58.28,43.87,29.14,17.48,11.66
Vegetable,Clay,6.36,1.1,268.88,45.84,385.68,1.45,114.6,27.32,66.7,4.8,2.93,High,Initial,PK,97.39,Broadcast,Normal,Sprinkler,56.18,54.1,55.55,27.05,16.23,10.82
Wheat,Sandy,7.14,2.12,206.59,71.65,217.28,1.42,68.39,39.78,81.69,1.47,7.29,Low,Initial,PK,76.25,Foliar,Controlled_Release,Drip,40.41,39.71,52.08,19.86,11.91,7.94
Corn,Clay,6.21,0.8,287.73,57.94,278.09,1.38,87.31,16.73,60.57,2.73,5.7,Low,Late,Urea,114.14,Drip,Normal,Flood,22.65,52.47,45.97,26.24,15.74,10.49
Corn,Sandy,5.83,0.98,211.25,57.31,289.36,1.56,44.68,24.23,89.37,2.65,6.21,Medium,Initial,Urea,118.78,Drip,Controlled_Release,Drip,29.28,43.7,36.79,21.85,13.11,8.74
Corn,Clay,5.86,1.9,58.25,60.65,349.98,1.59,6.97,21.38,69.2,0.96,7.93,Medium,Late,Organic,192.53,Foliar,Controlled_Release,Flood,78.95,44.98,23.36,22.49,13.49,9
Citrus,Loamy,7.31,1.98,94.2,34.5,150.87,1.13,39.6,38.35,50.82,3.14,7.23,High,Late,Organic,162.84,Foliar,Normal,Sprinkler,13.39,51.83,31.83,25.92,15.55,10.37
Vegetable,Loamy,5.62,2.42,120.45,24.42,332.22,1.54,30.86,26.23,64.06,1.3,6.6,High,Initial,PK,195.81,Broadcast,Controlled_Release,Drip,54.48,47.29,24.15,23.64,14.19,9.46
Wheat,Clay,8.42,2.46,266.82,61.35,224.74,1.21,16.13,15.19,54,3.07,7.66,High,Late,Organic,107.02,Drip,Controlled_Release,Flood,52.95,26.94,25.17,13.47,8.08,5.39
Rice,Sandy,8.49,1.83,257.71,66.84,55.66,1.18,58.23,28.95,80.44,2.64,7.18,Medium,Late,NK,191.01,Foliar,Controlled_Release,Flood,77.85,59.26,31.02,29.63,17.78,11.85
Rice,Clay,5.95,1.23,247.58,72.71,103.58,1.49,112.06,23.49,42.87,3.44,4.48,High,Late,NPK,198.09,Drip,Controlled_Release,Drip,65.4,69.45,35.06,34.72,20.84,13.89
Vegetable,Loamy,6.78,1.41,188.38,65.67,343.78,1.42,106.07,33.2,51.66,1.2,7.13,Low,Initial,PK,195.93,Drip,Controlled_Release,Sprinkler,77.67,66.86,34.12,33.43,20.06,13.37
Corn,Clay,7.8,1.38,84.74,34.23,143.9,1.13,33.81,18.49,55.3,2.22,5.87,High,Initial,NK,87.95,Drip,Biochar,Sprinkler,61.15,29.55,33.6,14.78,8.86,5.91
Corn,Loamy,8.37,1.27,82.8,42.69,153.95,1.21,119.97,33.5,91.01,4.74,5.35,Medium,Late,NPK,98.55,Broadcast,Biochar,Drip,49.74,57.47,58.32,28.74,17.24,11.49
Corn,Sandy,8.17,1.18,81.52,64.59,307.3,1.46,109.25,24.37,55.86,4.47,4.92,Low,Mid,Organic,177.83,Broadcast,Normal,Sprinkler,11.88,65.54,36.86,32.77,19.66,13.11
Corn,Sandy,6.26,0.84,263.65,47.63,290.07,1.11,11.27,39.83,62.44,1.86,7.17,Low,Initial,PK,154.77,Broadcast,Normal,Drip,70.21,44.06,28.47,22.03,13.22,8.81
Corn,Loamy,5.76,1.23,85.39,49,207.61,1.24,29.1,27.02,94.64,1.98,6.67,Medium,Late,NK,197.94,Drip,Biochar,Drip,22.54,53.4,26.98,26.7,16.02,10.68
Vegetable,Sandy,6.37,2.44,252.13,75.98,305.52,1.33,39.49,23.6,88.56,5.33,5.1,Low,Late,PK,199.76,Foliar,Biochar,Drip,67.22,47.77,23.91,23.88,14.33,9.55
Citrus,Loamy,6.81,2.26,261.19,77.03,263.64,1.56,26.81,23.47,85.86,3.36,3.23,Low,Mid,NK,163.28,Drip,Controlled_Release,Sprinkler,11.94,40.8,24.99,20.4,12.24,8.16
Wheat,Loamy,6.58,1.73,76.26,63.29,114.06,1.53,16.92,16.36,48.14,1.1,3.38,Medium,Late,Urea,99.17,Drip,Normal,Sprinkler,39.34,30.5,30.76,15.25,9.15,6.1
Corn,Loamy,7.82,0.89,275.5,66.67,146.88,1.21,48.19,39.84,54.52,3.42,5.55,Medium,Initial,NPK,98.99,Broadcast,Normal,Drip,32.54,43.76,44.21,21.88,13.13,8.75
Citrus,Clay,6.27,2.26,274.38,28.51,72.47,1.25,70.91,32.79,44.2,0.61,6.45,Low,Late,NK,82.16,Drip,Biochar,Sprinkler,71.46,36.1,43.94,18.05,10.83,7.22
Rice,Sandy,8.08,1.12,209.55,51.57,281.53,1.36,91.7,35.8,75.09,3.11,3.24,Medium,Late,Organic,69.83,Drip,Controlled_Release,Drip,58.8,44.71,64.03,22.36,13.41,8.94
Vegetable,Clay,6.18,1.59,178.25,43.45,69.4,1.32,107.65,28.53,76.64,2.97,6.88,High,Initial,Organic,166.14,Foliar,Normal,Sprinkler,60.11,64.07,38.56,32.03,19.22,12.81
Citrus,Clay,6.58,2.32,211.83,12.87,309.95,1.48,44.93,38.43,94.43,2.73,6.17,High,Initial,NPK,125.08,Drip,Biochar,Drip,29.49,39.83,31.84,19.92,11.95,7.97
Corn,Sandy,6.84,1.17,151.2,71.85,236.48,1.58,75.87,27.08,68.08,3.38,2.54,High,Initial,Organic,167.04,Foliar,Biochar,Sprinkler,40.91,61.86,37.03,30.93,18.56,12.37
Corn,Clay,6.37,2.33,197.17,30.7,203.57,1.41,57.1,22.14,49.24,5.08,3.83,Medium,Mid,PK,196.4,Foliar,Controlled_Release,Drip,29.11,53.91,27.45,26.96,16.17,10.78
Corn,Loamy,7.8,0.97,292.38,75.22,258.89,1.16,83.67,34.02,44.25,4.06,6.59,High,Mid,PK,111.79,Foliar,Biochar,Flood,47.78,54.75,48.98,27.38,16.42,10.95
Citrus,Clay,6.73,2.36,78.32,54.55,266.84,1.32,87.83,32.81,48.04,4.14,6.51,Low,Late,PK,103.55,Broadcast,Normal,Drip,28.18,44.64,43.11,22.32,13.39,8.93
Corn,Loamy,8.16,1.22,108.45,66.91,254.55,1.37,2.16,35.37,63.17,5.87,5.7,Low,Late,PK,162.04,Drip,Controlled_Release,Drip,21.66,38.71,23.89,19.36,11.61,7.74
Citrus,Sandy,8.39,1.25,181.02,42.11,299.63,1.58,83.21,37.76,76.14,5.9,2.11,Low,Initial,PK,184.36,Drip,Biochar,Drip,65,60.27,32.69,30.14,18.08,12.05
Corn,Clay,8.08,1.61,114.65,23.12,272.62,1.27,5.97,19.87,61.44,4.32,3.92,Low,Initial,Organic,118.44,Drip,Biochar,Flood,63.09,29.68,25.06,14.84,8.9,5.94
Rice,Sandy,7.07,1.19,298.19,71.23,219.08,1.43,27.19,23.27,75.33,2.56,6.63,High,Initial,NK,182.6,Foliar,Controlled_Release,Sprinkler,60.12,49.24,26.97,24.62,14.77,9.85
Rice,Loamy,7.03,1.4,230.07,64.78,340.34,1.11,34.87,24.52,54.67,4.88,5.15,High,Mid,NK,67.74,Broadcast,Normal,Sprinkler,15.31,32.11,47.4,16.06,9.63,6.42
Wheat,Clay,6.15,1.5,158.49,62.82,390.79,1.32,72.36,21.19,46.22,3.66,2.47,Medium,Late,PK,125.88,Foliar,Normal,Drip,15.89,46.59,37.01,23.3,13.98,9.32
Corn,Loamy,7.28,1.48,275.69,24.9,264.41,1.12,31.88,37.6,54.05,2.02,3.98,Medium,Late,Urea,137.54,Broadcast,Biochar,Sprinkler,50.9,43.03,31.29,21.52,12.91,8.61
Corn,Loamy,8.36,2.42,86.11,46.52,299.23,1.22,57.34,26.98,53.39,1.25,5.5,Low,Mid,NK,126.89,Foliar,Normal,Sprinkler,76.11,41.07,32.37,20.54,12.32,8.21
Citrus,Loamy,5.74,1.06,121.98,32.58,227.96,1.33,71.82,37.25,47.77,4.78,7.57,High,Initial,NK,190.52,Foliar,Controlled_Release,Drip,68.89,66.99,35.16,33.49,20.1,13.4
Citrus,Sandy,7.76,1.07,288.98,52.89,190.31,1.39,115.72,27.58,58.29,4.13,3.55,Medium,Mid,PK,191.68,Broadcast,Biochar,Sprinkler,46.04,74.22,38.72,37.11,22.27,14.84
Corn,Sandy,8.11,2.18,189.24,47.27,351.28,1.54,77.58,26.86,79.18,3.28,5.92,High,Mid,Organic,185.69,Foliar,Controlled_Release,Flood,25.18,58.44,31.47,29.22,17.53,11.69
Wheat,Sandy,8.46,1.28,280.17,22.42,118.13,1.19,85.79,23.38,60.83,3.18,7.18,Low,Mid,NPK,137.62,Broadcast,Normal,Flood,47.06,55.35,40.22,27.68,16.6,11.07
Corn,Clay,6.5,0.65,296.05,53.66,291.6,1.25,41.49,27.15,84.52,0.67,2.16,High,Initial,PK,125.88,Drip,Controlled_Release,Drip,15.58,45.16,35.88,22.58,13.55,9.03
Citrus,Loamy,6.57,1.46,140.06,12.67,98.03,1.38,51.93,22,84.08,4.11,4.13,High,Initial,NPK,134.67,Drip,Controlled_Release,Drip,53.43,43.35,32.19,21.68,13,8.67
Corn,Sandy,6.19,1.6,194.12,14.95,318.32,1.21,16.24,29.22,82.79,2.5,7.74,High,Initial,PK,62.38,Broadcast,Normal,Flood,20.34,25.93,41.57,12.96,7.78,5.19
Citrus,Loamy,7.87,1.74,261.67,22.79,132.13,1.55,40.95,18.96,76.02,3.99,7.74,Medium,Initial,PK,133.28,Foliar,Biochar,Flood,60.16,38.42,28.83,19.21,11.53,7.68
Corn,Sandy,5.92,0.97,118.19,50.52,262.46,1.54,9.18,35.35,73.98,4.88,6.01,Medium,Initial,NPK,109.42,Broadcast,Biochar,Flood,29.22,35.65,32.58,17.82,10.69,7.13
Vegetable,Loamy,6.3,2.45,161.69,63.16,98.76,1.54,44.59,19.45,47.84,5.59,5.84,High,Mid,NK,147.61,Broadcast,Controlled_Release,Drip,56.34,40.79,27.63,20.4,12.24,8.16
Citrus,Sandy,6.39,1.97,88.33,64.77,50.21,1.46,88.24,27.37,53.37,2.58,3.24,High,Initial,Organic,178.82,Broadcast,Controlled_Release,Drip,24.53,58.2,32.55,29.1,17.46,11.64
Wheat,Sandy,6.62,1.94,213.13,29.36,309.5,1.6,83.84,21.04,63.99,2.48,4.08,Medium,Mid,Urea,150.51,Foliar,Biochar,Flood,47.2,51.47,34.2,25.74,15.44,10.29
Vegetable,Sandy,6.76,2.25,51.05,36.89,356.33,1.51,68.28,36.92,63.72,5.82,4.76,Low,Late,Urea,109.77,Drip,Controlled_Release,Flood,25.12,43.78,39.88,21.89,13.13,8.76
Corn,Sandy,7.18,0.55,162.33,26.36,329.84,1.35,57.52,21.32,73.47,5.8,7.87,High,Initial,Urea,159.12,Drip,Controlled_Release,Flood,32.64,54.22,34.07,27.11,16.27,10.84
Citrus,Loamy,8.35,1.73,282.29,12.54,96.5,1.47,98.93,36.68,52.89,5.15,3.59,Low,Late,Urea,63.81,Drip,Biochar,Sprinkler,35.03,46.75,73.26,23.38,14.02,9.35
Vegetable,Sandy,6.24,2.14,274.33,44.65,132.14,1.15,118.31,16.43,54.2,4.58,2.76,Low,Mid,NK,113.65,Broadcast,Normal,Drip,26.48,49.19,43.28,24.6,14.76,9.84
Wheat,Sandy,7.84,0.57,250.94,48.15,338.55,1.56,119.14,17.83,47.11,1.26,3.17,Low,Mid,Urea,152.49,Drip,Normal,Drip,74.74,62.92,41.26,31.46,18.88,12.58
Citrus,Sandy,7.53,2.01,85.29,75.46,55.88,1.59,2.15,16.02,80.18,2.57,5.67,Low,Mid,NK,84.91,Foliar,Biochar,Drip,11.77,19.14,22.54,9.57,5.74,3.83
Vegetable,Loamy,5.85,2.48,180.07,59.83,234.95,1.53,13.07,18.94,81.41,0.56,4.97,Medium,Initial,Urea,89.89,Broadcast,Normal,Flood,31.79,24.17,26.89,12.08,7.25,4.83
Vegetable,Sandy,7.93,1.69,229.78,75.4,342.52,1.12,43.23,28.33,92.06,5.61,5.31,Low,Late,PK,197.56,Broadcast,Normal,Sprinkler,59.69,55.07,27.88,27.54,16.52,11.01
